ProductType	ExternalId1	ExternalId2	ExternalId3	ExternalId4	ProductName	UnitPrice	TaxationPrice	SalesStatus	SalesStart	ReleaseDate	SetOnly	SalesPatternId	DeliveryPatternId
0	TEST006UWHS				サンプル商品006 unisex  ホワイト S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST006UWHM				サンプル商品006 unisex  ホワイト M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST006UWHL				サンプル商品006 unisex  ホワイト L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST006UWHXL				サンプル商品006 unisex  ホワイト XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST006UFLXS				サンプル商品006 unisex  花柄 XS	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST006UFLS				サンプル商品006 unisex  花柄 S	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST006UFLM				サンプル商品006 unisex  花柄 M	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST006UFLL				サンプル商品006 unisex  花柄 L	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST006UFLXL				サンプル商品006 unisex  花柄 XL	1500	1500	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST007UBKXS				サンプル商品007 unisex ブラック XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST007UBKS				サンプル商品007 unisex ブラック S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST007UBKM				サンプル商品007 unisex ブラック M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST007UBKL				サンプル商品007 unisex  ブラック L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST007UBKXL				サンプル商品007 unisex  ブラック XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST007UWHXS				サンプル商品007 unisex  ホワイト XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST007UWHS				サンプル商品007 unisex  ホワイト S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST007UWHM				サンプル商品007 unisex  ホワイト M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST007UWHL				サンプル商品007 unisex  ホワイト L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST007UWHXL				サンプル商品007 unisex  ホワイト XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST007UFLXS				サンプル商品007 unisex  花柄 XS	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST007UFLS				サンプル商品007 unisex  花柄 S	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST007UFLM				サンプル商品007 unisex  花柄 M	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST007UFLL				サンプル商品007 unisex  花柄 L	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST007UFLXL				サンプル商品007 unisex  花柄 XL	1500	1500	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST008UBKXS				サンプル商品008 unisex ブラック XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST008UBKS				サンプル商品008 unisex ブラック S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST008UBKM				サンプル商品008 unisex ブラック M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST008UBKL				サンプル商品008 unisex  ブラック L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST008UBKXL				サンプル商品008 unisex  ブラック XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST008UWHXS				サンプル商品008 unisex  ホワイト XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST008UWHS				サンプル商品008 unisex  ホワイト S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST008UWHM				サンプル商品008 unisex  ホワイト M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST008UWHL				サンプル商品008 unisex  ホワイト L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST008UWHXL				サンプル商品008 unisex  ホワイト XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST008UFLXS				サンプル商品008 unisex  花柄 XS	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST008UFLS				サンプル商品008 unisex  花柄 S	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST008UFLM				サンプル商品008 unisex  花柄 M	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST008UFLL				サンプル商品008 unisex  花柄 L	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST008UFLXL				サンプル商品008 unisex  花柄 XL	1500	1500	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST009UBKXS				サンプル商品009 unisex ブラック XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST009UBKS				サンプル商品009 unisex ブラック S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST009UBKM				サンプル商品009 unisex ブラック M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST009UBKL				サンプル商品009 unisex  ブラック L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST009UBKXL				サンプル商品009 unisex  ブラック XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST009UWHXS				サンプル商品009 unisex  ホワイト XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST009UWHS				サンプル商品009 unisex  ホワイト S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST009UWHM				サンプル商品009 unisex  ホワイト M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST009UWHL				サンプル商品009 unisex  ホワイト L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST009UWHXL				サンプル商品009 unisex  ホワイト XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST009UFLXS				サンプル商品009 unisex  花柄 XS	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST009UFLS				サンプル商品009 unisex  花柄 S	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST009UFLM				サンプル商品009 unisex  花柄 M	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST009UFLL				サンプル商品009 unisex  花柄 L	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST009UFLXL				サンプル商品009 unisex  花柄 XL	1500	1500	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST010UBKXS				サンプル商品010 unisex ブラック XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST010UBKS				サンプル商品010 unisex ブラック S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST010UBKM				サンプル商品010 unisex ブラック M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST010UBKL				サンプル商品010 unisex  ブラック L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST010UBKXL				サンプル商品010 unisex  ブラック XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST010UWHXS				サンプル商品010 unisex  ホワイト XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST010UWHS				サンプル商品010 unisex  ホワイト S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST010UWHM				サンプル商品010 unisex  ホワイト M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST010UWHL				サンプル商品010 unisex  ホワイト L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST010UWHXL				サンプル商品010 unisex  ホワイト XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST010UFLXS				サンプル商品010 unisex  花柄 XS	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST010UFLS				サンプル商品010 unisex  花柄 S	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST010UFLM				サンプル商品010 unisex  花柄 M	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST010UFLL				サンプル商品010 unisex  花柄 L	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST010UFLXL				サンプル商品010 unisex  花柄 XL	1500	1500	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST011UBKXS				サンプル商品011 unisex ブラック XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST011UBKS				サンプル商品011 unisex ブラック S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST011UBKM				サンプル商品011 unisex ブラック M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST011UBKL				サンプル商品011 unisex  ブラック L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST011UBKXL				サンプル商品011 unisex  ブラック XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST011UWHXS				サンプル商品011 unisex  ホワイト XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST011UWHS				サンプル商品011 unisex  ホワイト S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST011UWHM				サンプル商品011 unisex  ホワイト M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST011UWHL				サンプル商品011 unisex  ホワイト L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST011UWHXL				サンプル商品011 unisex  ホワイト XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST011UFLXS				サンプル商品011 unisex  花柄 XS	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST011UFLS				サンプル商品011 unisex  花柄 S	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST011UFLM				サンプル商品011 unisex  花柄 M	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST011UFLL				サンプル商品011 unisex  花柄 L	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST011UFLXL				サンプル商品011 unisex  花柄 XL	1500	1500	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST012UBKXS				サンプル商品012 unisex ブラック XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST012UBKS				サンプル商品012 unisex ブラック S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST012UBKM				サンプル商品012 unisex ブラック M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST012UBKL				サンプル商品012 unisex  ブラック L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST012UBKXL				サンプル商品012 unisex  ブラック XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST012UWHXS				サンプル商品012 unisex  ホワイト XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST012UWHS				サンプル商品012 unisex  ホワイト S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST012UWHM				サンプル商品012 unisex  ホワイト M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST012UWHL				サンプル商品012 unisex  ホワイト L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST012UWHXL				サンプル商品012 unisex  ホワイト XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST012UFLXS				サンプル商品012 unisex  花柄 XS	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST012UFLS				サンプル商品012 unisex  花柄 S	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST012UFLM				サンプル商品012 unisex  花柄 M	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST012UFLL				サンプル商品012 unisex  花柄 L	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST012UFLXL				サンプル商品012 unisex  花柄 XL	1500	1500	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST013UBKXS				サンプル商品013 unisex ブラック XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST013UBKS				サンプル商品013 unisex ブラック S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST013UBKM				サンプル商品013 unisex ブラック M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST013UBKL				サンプル商品013 unisex  ブラック L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST013UBKXL				サンプル商品013 unisex  ブラック XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST013UWHXS				サンプル商品013 unisex  ホワイト XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST013UWHS				サンプル商品013 unisex  ホワイト S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST013UWHM				サンプル商品013 unisex  ホワイト M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST013UWHL				サンプル商品013 unisex  ホワイト L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST013UWHXL				サンプル商品013 unisex  ホワイト XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST013UFLXS				サンプル商品013 unisex  花柄 XS	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST013UFLS				サンプル商品013 unisex  花柄 S	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST013UFLM				サンプル商品013 unisex  花柄 M	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST013UFLL				サンプル商品013 unisex  花柄 L	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST013UFLXL				サンプル商品013 unisex  花柄 XL	1500	1500	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST014UBKXS				サンプル商品014 unisex ブラック XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST014UBKS				サンプル商品014 unisex ブラック S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST014UBKM				サンプル商品014 unisex ブラック M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST014UBKL				サンプル商品014 unisex  ブラック L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST014UBKXL				サンプル商品014 unisex  ブラック XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST014UWHXS				サンプル商品014 unisex  ホワイト XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST014UWHS				サンプル商品014 unisex  ホワイト S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST014UWHM				サンプル商品014 unisex  ホワイト M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST014UWHL				サンプル商品014 unisex  ホワイト L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST014UWHXL				サンプル商品014 unisex  ホワイト XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST014UFLXS				サンプル商品014 unisex  花柄 XS	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST014UFLS				サンプル商品014 unisex  花柄 S	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST014UFLM				サンプル商品014 unisex  花柄 M	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST014UFLL				サンプル商品014 unisex  花柄 L	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST014UFLXL				サンプル商品014 unisex  花柄 XL	1500	1500	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST015UBKXS				サンプル商品015 unisex ブラック XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST015UBKS				サンプル商品015 unisex ブラック S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST015UBKM				サンプル商品015 unisex ブラック M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST015UBKL				サンプル商品015 unisex  ブラック L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST015UBKXL				サンプル商品015 unisex  ブラック XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST015UWHXS				サンプル商品015 unisex  ホワイト XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST015UWHS				サンプル商品015 unisex  ホワイト S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST015UWHM				サンプル商品015 unisex  ホワイト M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST015UWHL				サンプル商品015 unisex  ホワイト L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST015UWHXL				サンプル商品015 unisex  ホワイト XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST015UFLXS				サンプル商品015 unisex  花柄 XS	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST015UFLS				サンプル商品015 unisex  花柄 S	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST015UFLM				サンプル商品015 unisex  花柄 M	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST015UFLL				サンプル商品015 unisex  花柄 L	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST015UFLXL				サンプル商品015 unisex  花柄 XL	1500	1500	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST016UBKXS				サンプル商品016 unisex ブラック XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST016UBKS				サンプル商品016 unisex ブラック S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST016UBKM				サンプル商品016 unisex ブラック M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST016UBKL				サンプル商品016 unisex  ブラック L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST016UBKXL				サンプル商品016 unisex  ブラック XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST016UWHXS				サンプル商品016 unisex  ホワイト XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST016UWHS				サンプル商品016 unisex  ホワイト S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST016UWHM				サンプル商品016 unisex  ホワイト M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST016UWHL				サンプル商品016 unisex  ホワイト L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST016UWHXL				サンプル商品016 unisex  ホワイト XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST016UFLXS				サンプル商品016 unisex  花柄 XS	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST016UFLS				サンプル商品016 unisex  花柄 S	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST016UFLM				サンプル商品016 unisex  花柄 M	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST016UFLL				サンプル商品016 unisex  花柄 L	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST016UFLXL				サンプル商品016 unisex  花柄 XL	1500	1500	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST017UBKXS				サンプル商品017 unisex ブラック XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST017UBKS				サンプル商品017 unisex ブラック S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST017UBKM				サンプル商品017 unisex ブラック M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST017UBKL				サンプル商品017 unisex  ブラック L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST017UBKXL				サンプル商品017 unisex  ブラック XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST017UWHXS				サンプル商品017 unisex  ホワイト XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST017UWHS				サンプル商品017 unisex  ホワイト S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST017UWHM				サンプル商品017 unisex  ホワイト M	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST017UWHL				サンプル商品017 unisex  ホワイト L	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST017UWHXL				サンプル商品017 unisex  ホワイト XL	1100	1100	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST017UFLXS				サンプル商品017 unisex  花柄 XS	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST017UFLS				サンプル商品017 unisex  花柄 S	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST017UFLM				サンプル商品017 unisex  花柄 M	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST017UFLL				サンプル商品017 unisex  花柄 L	1200	1200	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST017UFLXL				サンプル商品017 unisex  花柄 XL	1500	1500	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST018UBKXS				サンプル商品018 unisex ブラック XS	900	900	0	2020/1/1	2020/1/1	FALSE	1	2
0	TEST018UBKS				サンプル商品018 unisex ブラック S	1000	1000	0	2020/1/1	2020/1/1	FALSE	1	2
